roduid,UWI,lifetime_end,FAILURETYPE,H2S_CONCENTRATION,PrimarySetpoint,SecondarySetpoint,StrokeLength,Fillage,YesterdaysAverageSPM,bha_configuration,chemgroup1_any,chemgroup1_all,chemgroup2_any,chemgroup2_all,chemgroup3_any,chemgroup3_all,max_unguided_dls,dls_high_in_hole,gas_anchor_length,MAX_INCLINATION,wellbore_category,manual_scale,packer_vs_tac,AVG_PRESSURE_TUBING,AVG_PRESSURE_CASING,AVG_DIFFERENTIAL_PRESSURE,AVG_OIL_VOLUME,AVG_WATER_VOLUME,AVG_LIQUID_VOLUME,rod_sinker_type,rod_has_guides,rod_make,rod_apigrade,ROUTE,overall_max_sideload,shallow_max_sideload,max_unguided_sideload,CHROME_LENGTH,ENDURALLOY_LENGTH,POLY_LENGTH,NIPPLE_SET_DEPTH,pump_bore,lifetimedays,contains_imputed
GB65RFOA20674936118854,202-17-9699,2019-03-12,Rods,0.0,76.0,60.0,144.03999330000005,93.19999695,5.099999905,TAC_BELOW_NIP,0,0,0,0,1,1,4.7187977,2.390884828,0.0,5.84,LowTangent,N,OTHER_ANCHOR,125.483228,280.62273,155.161175,98.765499,70.309088,169.074587,SUCKER_RODS_W_GUIDES,False,mesh enterprise portals,D,874,200.44,200.44,200.44,0.0,0.0,0.0,9678.4,1.5,344,0
GB91DEPQ80103958983933,202-88-8081,2017-04-26,Tubing,0.0,75.0,0.0,144.0,95.05908966,6.699999809,PACKER_DONNAN,1,1,0,0,0,0,1.86,1.86,20.75,1.38,Vertical,N,arrowset,124.932036,98.597842,-22.603986,222.655405,86.861486,309.516892,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,901,182.65,182.65,182.65,0.0,0.0,0.0,10482.9,1.75,278,0
GB07WDVF58361503916318,202-88-8081,2020-02-17,Tubing,0.0,65.0,0.0,144.0,54.40000153,6.699999809,TAC_BELOW_NIP,1,1,0,0,0,0,1.86,1.86,17.14,1.38,Vertical,N,OTHER_ANCHOR,98.483054,118.564662,46.118304,119.713449,62.597831000000006,182.31128,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,901,198.86,198.86,198.86,0.0,0.0,0.0,10401.3,1.75,453,0
GB94MMKR95375168329746,207-01-3041,2019-10-24,Rods,0.0,80.0,65.0,144.1999969,81.0,5.5,TAC_BELOW_NIP,1,0,0,0,0,0,1.272284,1.051525398,17.38,1.52,Vertical,N,slimline,87.856524,123.563127,35.29827299999999,64.222266,26.502124,90.72439,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,875,56.98,49.1,56.98,0.0,390.68,0.0,9613.8,1.75,322,0
GB25HGCK21321037568128,207-01-3041,2018-12-03,Tubing,0.0,75.0,60.0,144.1999969,69.09999847,5.0,TAC_BELOW_NIP,1,0,0,0,0,0,1.272284,1.051525398,17.13,1.52,Vertical,N,OTHER_ANCHOR,67.22639000000001,79.833156,13.084123,72.106601,28.497290000000003,100.603891,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,875,61.18,53.74,61.18,0.0,126.58,0.0,9694.2,1.75,385,0
GB78ZMAF95974146637459,207-01-3041,2017-11-11,Tubing,0.0,75.0,60.0,144.1999969,87.98402405,5.099999905,TAC_BELOW_NIP,1,0,0,0,0,0,1.272284,1.051525398,17.11,1.52,Vertical,N,OTHER_ANCHOR,73.965587,96.302563,22.370689,100.01467,38.952567,138.967237,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,875,88.14,53.59,88.14,0.0,0.0,0.0,9460.9,1.75,424,0
GB76VWNX94957709681092,207-54-2233,2018-07-30,Tubing,0.0,75.0,60.0,144.0,88.5,5.3000001910000005,NOSEP_PACKER,1,1,1,1,0,0,0.8,0.37,0.0,1.54,Vertical,N,OTHER_PACKER,141.718821,175.564683,34.277809000000005,158.312556,77.72751600000002,236.040071,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,901,63.89,63.89,63.89,0.0,0.0,0.0,8859.5,1.75,1060,0
GB82FEEQ28981256485804,219-24-3610,2017-06-01,Sucker Rod Pump,0.0,75.0,60.0,144.03981069999998,87.16956329,5.699999809,TAC_BELOW_NIP,1,0,0,0,0,0,1.2949346000000002,0.906833184,23.4,1.15,Vertical,N,OTHER_ANCHOR,84.493756,95.078584,19.185251,83.35398199999999,47.504425,130.858407,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,875,93.38,40.43,93.38,0.0,0.0,0.0,9675.9,1.5,219,0
GB78GLPT33642211778227,219-24-3610,2016-04-06,Tubing,0.0,75.0,60.0,144.0,93.66249847,5.8000001910000005,TAC_ABOVE_NIP,0,0,1,0,0,0,1.2949346000000002,0.906833184,17.14,1.15,Vertical,N,OTHER_ANCHOR,94.845481,127.59484,32.749359000000005,154.455128,44.076923,198.532051,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,875,70.39,37.03,70.39,0.0,0.0,0.0,9704.7,1.75,304,0
GB41WFXH46435010978103,219-24-3610,2016-10-24,Tubing,0.0,75.0,60.0,144.0,83.09999847,6.0,TAC_ABOVE_NIP,1,0,1,0,0,0,1.2949346000000002,0.906833184,19.24,1.15,Vertical,N,OTHER_ANCHOR,77.901134,85.755213,14.329335999999998,106.691943,51.251185,157.943128,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,875,63.9,38.95,63.9,0.0,0.0,0.0,9686.6,1.5,200,0
GB42EQRY45319470937746,224-59-6560,2019-03-19,Sucker Rod Pump,0.0,75.0,60.0,144.0,96.22000122,6.3000001910000005,TAC_BELOW_NIP,1,1,0,0,0,0,2.2868912,2.286891105,19.73,2.46,Vertical,N,OTHER_ANCHOR,77.525891,88.254039,9.85469,39.727481,30.080872,69.808353,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,902,196.57,196.57,196.57,0.0,0.0,0.0,10222.8,1.5,474,0
GB15OSMQ23866956269663,224-59-6560,2017-11-27,Tubing,0.0,75.0,60.0,144.0,95.97647095,5.8000001910000005,TAC_ABOVE_NIP,1,1,1,1,0,0,2.2868912,2.286891105,17.13,2.46,Vertical,N,OTHER_ANCHOR,117.512064,101.81008,-28.721838,62.727414,44.981308,107.708723,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,902,257.26,257.26,257.26,0.0,0.0,0.0,10232.0,1.75,597,0
GB95LOAS10665644659570,224-59-6560,2016-04-08,Tubing,0.0,75.0,60.0,76.83392226,98.21111298,5.8000001910000005,NOSEP_PACKER,0,0,1,1,0,0,2.2868912,2.286891105,0.0,2.46,Vertical,N,hornet,113.19,110.996648,-3.348523,93.306818,62.488636,155.795455,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,902,188.84,188.84,188.84,0.0,0.0,0.0,10211.2,1.75,342,0
GB54MURD39632318524938,228-42-1377,2017-03-05,Tubing,0.0,75.0,60.0,168.0,93.58386993,5.199999809,PACKER_DONNAN,1,0,0,0,0,0,2.27,2.27,20.74,2.02,Vertical,N,arrowset,57.583086,148.595396,-274.915462,41.452206,34.235294,75.6875,SLICK_SINKER_BARS,True,strategize next-generation users,SpecialService,872,239.5,239.5,237.85,0.0,0.0,0.0,9799.4,1.75,265,0
GB80MMKL03113534600692,228-42-1377,2018-12-06,Tubing,0.0,75.0,60.0,168.0200043,80.51481628,5.099999905,PACKER_DONNAN,1,0,0,0,0,0,2.27,2.27,20.74,2.02,Vertical,N,arrowset,73.780684,80.844183,7.576819,37.497031,39.410619,76.90765,SUCKER_RODS_W_GUIDES,True,strategize next-generation users,SpecialService,872,239.47,239.47,239.47,0.0,0.0,0.0,9799.4,1.75,512,0
GB31GTMI02795800231604,228-42-1377,2016-06-09,Tubing,0.0,75.0,60.0,168.0,80.18000031,6.363636494,PACKER_DONNAN,0,0,1,0,0,0,2.27,2.27,20.71,2.02,Vertical,N,arrowset,78.677123,75.909965,-2.767158,90.182456,89.72280699999997,179.905263,SLICK_SINKER_BARS,True,strategize next-generation users,SpecialService,872,243.76,243.76,180.35,0.0,0.0,0.0,9879.5,1.75,271,0
GB06EBFL46803234245820,228-42-1377,2017-06-14,Tubing,0.0,75.0,60.0,168.0200043,86.11852264,5.199999809,PACKER_DONNAN,1,0,0,0,0,0,1.86,2.27,20.74,2.02,Vertical,N,arrowset,58.531827,68.510198,0.332286,60.12381,58.87619,119.0,SUCKER_RODS_W_GUIDES,True,strategize next-generation users,SpecialService,872,238.23,238.23,238.23,0.0,0.0,0.0,9799.4,1.75,97,0
GB50CBSK37255401297212,230-09-6784,2017-09-22,Sucker Rod Pump,0.0,75.0,60.0,144.0,63.52500153,5.29090929,TAC_ABOVE_NIP,1,0,1,0,0,0,1.76,1.76,17.12,1.97,Vertical,N,OTHER_ANCHOR,66.540587,145.466321,78.92573399999998,93.881733,16.662763,110.544496,SINKER_BARS_W_GUIDED_SUBS,True,strategize next-generation users,D,874,202.24,202.24,202.24,0.0,0.0,0.0,9615.8,1.75,775,0
GB93QFUW09493740608449,230-09-6784,2018-06-27,Sucker Rod Pump,0.0,75.0,60.0,144.03983069999995,77.74347687,5.699999809,TAC_BELOW_NIP,1,0,0,0,0,0,1.76,1.76,20.02,1.97,Vertical,N,OTHER_ANCHOR,203.846941,125.724936,-56.076553,87.41577099999998,23.505376,110.921147,SLICK_SINKER_BARS,False,strategize next-generation users,D,874,198.03,198.03,198.03,0.0,0.0,0.0,9622.1,1.75,273,0
GB22AVXD14628872736718,231-66-7566,2020-01-23,Tubing,0.0,75.0,65.0,144.03999330000005,69.30000305,6.8000001910000005,TAC_BELOW_NIP,1,0,0,0,0,0,2.0952382,2.095238095,0.0,1.9,Vertical,N,OTHER_ANCHOR,71.831405,92.999231,21.131521,64.78282,17.802891,82.585711,SLICK_SINKER_BARS,False,strategize next-generation users,D,875,151.85,151.85,151.85,0.0,0.0,0.0,9642.7,1.5,783,0
GB38YRVG95812419356684,233-22-3625,2020-01-14,Sucker Rod Pump,0.0,80.0,65.0,144.03999330000005,2.5,6.539999962,TAC_BELOW_NIP,0,0,0,0,1,1,2.6811895,2.546617476,17.15,6.6,LowTangent,N,OTHER_ANCHOR,89.006619,92.684442,-10.91654,147.511442,43.205887,190.717329,SLICK_SINKER_BARS,False,mesh enterprise portals,D,886,224.32,224.32,224.32,0.0,196.09,0.0,8106.7,1.75,409,0
GB02SWBN79706624946726,233-22-3625,2017-05-18,Tubing,0.0,75.0,60.0,144.0,82.12608337,5.480952263,TAC_ABOVE_NIP,0,0,1,0,1,0,2.6811895,2.546617476,17.13,6.6,LowTangent,N,OTHER_ANCHOR,99.031498,177.81249,78.68901,121.088889,40.309091,161.39798000000005,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,886,285.36,285.36,285.36,0.0,0.0,0.0,9756.1,1.75,462,0
GB97QNQT80075784638692,233-22-3625,2016-02-05,Tubing,0.0,75.0,60.0,144.0,88.17272949,5.8000001910000005,TAC_ABOVE_NIP,0,0,0,0,1,0,2.6811895,2.546617476,17.13,6.6,LowTangent,N,OTHER_ANCHOR,72.478873,203.338028,130.85915500000002,165.450704,23.352113,188.802817,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,886,278.28,278.28,278.28,0.0,0.0,0.0,9756.1,1.75,65,0
GB60FUYU79233540521430,233-22-3625,2018-11-21,Sucker Rod Pump,0.0,75.0,90.0,144.03999330000005,84.59999847,7.0,TAC_BELOW_NIP,0,0,0,0,1,1,1.595017,2.546617476,17.34,6.6,LowTangent,N,OTHER_ANCHOR,98.523493,223.008552,121.905714,217.914082,73.246599,291.16068,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,886,283.04,283.04,118.51,0.0,128.79,0.0,9824.9,1.75,140,0
GB93JSAV91745785142514,236-53-8332,2018-10-11,Sucker Rod Pump,0.0,76.0,60.0,144.1999969,68.53125,5.574999809,TAC_BELOW_NIP,1,0,0,0,0,0,1.69,1.4,19.26,2.43,Vertical,N,OTHER_ANCHOR,122.30868,119.102937,15.521096,31.656456,21.537203,53.193658,SLICK_SINKER_BARS,False,strategize next-generation users,D,873,137.09,137.09,137.09,0.0,0.0,0.0,10036.0,1.5,726,0
GB96OPTT87315285545776,236-57-0134,2018-03-03,Rods,0.0,75.0,0.0,144.0,92.04507446,5.0,PACKER_DONNAN,1,0,1,1,0,0,2.6925166000000003,1.623883055,20.75,1.93,Vertical,N,arrowset,30.817677000000003,33.748253000000005,-1.675603,17.734253,2.108518,19.844139,SLICK_SINKER_BARS,False,mesh enterprise portals,D,867,127.61,114.49,127.61,0.0,0.0,0.0,8819.3,1.25,2928,0
GB45XLDT06743394088710,237-05-0562,2018-01-08,Tubing,0.0,75.0,60.0,144.03999330000005,75.24117279,5.199999809,PACKER_DONNAN,1,0,0,0,0,0,1.4,0.44,20.72,2.7,Vertical,N,arrowset,31.367759000000003,97.937333,61.703934,53.190972,59.784722,112.975694,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,873,108.27,49.91,108.27,0.0,416.06,0.0,8975.4,1.5,282,0
GB72TTUU37054348219910,237-05-0562,2016-10-18,Tubing,0.0,75.0,60.0,144.0,94.9960022,5.551851749,TAC_ABOVE_NIP,0,0,0,0,0,0,1.42,0.44,17.12,2.7,Vertical,N,OTHER_ANCHOR,57.534483,103.833333,46.298851,46.517241,41.183908,87.701149,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,873,94.72,46.92,94.72,0.0,0.0,0.0,9732.1,1.5,171,0
GB23NOLL47742854404182,240-36-2352,2017-09-04,Tubing,0.0,75.0,65.0,144.0,91.55000305,5.5,TAC_BELOW_NIP,0,0,0,0,1,1,2.0034490000000003,2.00344886,0.0,5.98,LowTangent,Y,OTHER_ANCHOR,76.69069300000002,105.092149,31.417749,54.598291,27.817664,82.415954,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,886,167.45,167.45,167.45,0.0,0.0,0.0,9676.2,1.5,342,0
GB79VHIL94313994205148,240-36-2352,2016-09-26,Tubing,0.0,75.0,65.0,131.71687839999998,86.10526276,5.422222137,TAC_ABOVE_NIP,0,0,1,0,1,0,2.0034490000000003,2.00344886,17.54,5.98,LowTangent,Y,OTHER_ANCHOR,69.923007,85.648093,17.082239,74.74461,24.950249,99.694859,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,886,180.38,180.38,180.38,0.0,0.0,0.0,9896.2,1.5,591,0
GB80HARU05846388628828,241-68-6292,2019-07-16,Tubing,0.0,80.0,60.0,145.5,82.19999695,4.5,TAC_BELOW_NIP,1,0,0,0,0,0,1.9428227,1.10133327,17.12,7.27,LowTangent,N,OTHER_ANCHOR,87.51987700000002,119.632159,33.804266,51.673155,25.068064,76.74122,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,871,141.61,95.74,141.61,0.0,218.58,0.0,10148.9,1.5,629,0
GB94QCOT38491000843943,241-68-6292,2016-02-25,Tubing,0.0,80.0,60.0,145.5,78.80000305,5.8000001910000005,TAC_ABOVE_NIP,0,0,1,0,0,0,1.9428227,1.10133327,19.28,7.27,LowTangent,N,OTHER_ANCHOR,67.93333299999999,128.76,60.82666700000001,57.28,25.026667,82.306667,SINKER_BARS_W_GUIDED_SUBS,False,strategize next-generation users,SpecialService,871,134.08,97.78,134.08,0.0,0.0,0.0,10522.5,1.5,71,0
GB64CQGL25238324642662,242-53-1621,2018-12-04,Tubing,0.0,70.0,65.0,169.4299927,77.68333435,5.8000001910000005,TAC_BELOW_NIP,1,0,0,0,0,0,1.6147976000000002,2.7988505110000004,17.14,8.43,LowTangent,N,OTHER_ANCHOR,80.751707,127.837477,46.495007,133.090739,27.88843,160.97916899999996,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,882,271.14,271.14,134.07,0.0,125.1,0.0,9948.5,1.75,672,0
GB95VPEZ27794820909268,242-53-1621,2020-04-07,Rods,0.0,75.0,65.0,169.4299927,70.34999847,5.099999905,TAC_BELOW_NIP,1,0,0,0,0,0,1.6147976000000002,2.7988505110000004,17.13,8.43,LowTangent,N,slimline,70.77656400000002,93.680403,22.998987,100.881013,24.087801,124.968815,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,882,241.46,241.46,134.07,0.0,128.56,0.0,9958.5,1.75,484,0
GB66ZHTI62040851317571,242-61-0906,2016-08-18,Rods,0.0,75.0,60.0,169.25432980000005,63.5625,3.987499952,PACKER_DONNAN,1,0,1,0,0,0,2.61,1.14,20.75,2.5,Vertical,N,arrowset,61.79316899999999,74.398624,12.605455,45.758117,3.988366000000001,49.733117,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,885,133.66,78.84,133.66,0.0,0.0,0.0,9925.0,1.25,2115,0
GB91TGVD43948264398873,243-91-8507,2016-10-15,Sucker Rod Pump,0.0,76.0,55.0,144.0,77.51538849,4.722580433,TAC_ABOVE_NIP,1,0,1,1,0,0,1.65,1.14,17.51,1.8,Vertical,N,OTHER_ANCHOR,73.708979,124.204049,50.49507,184.412242,21.099559,205.509593,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,881,134.5,134.5,134.5,0.0,0.0,0.0,10082.0,1.75,816,0
GB24IRXX31506163813707,244-78-9546,2018-09-27,Tubing,0.0,70.0,65.0,168.2599945,98.63076782,3.599999905,PACKER_DONNAN,0,0,0,0,0,0,3.4,3.26,20.69,30.59,OffLease,N,arrowset,66.31962,37.72413,-28.064946000000006,13.516129,19.419355,32.935484,SUCKER_RODS_W_GUIDES,True,mesh enterprise portals,SpecialService,905,364.08,364.08,131.6,0.0,258.57,0.0,11793.3,1.25,184,0
GB45JFZN43019456370078,248-86-4549,2018-01-22,Sucker Rod Pump,0.0,75.0,0.0,139.27707009999997,54.33043671,6.3000001910000005,TAC_ABOVE_NIP,1,1,1,1,0,0,1.0677552,0.35484697,19.31,1.77,Vertical,N,OTHER_ANCHOR,47.3241,59.963662,12.639562,27.509395,16.168058,43.677453,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,900,41.15,30.07,41.15,0.0,0.0,0.0,9936.2,1.5,942,0
GB30OZPX07439885436477,252-05-9851,2018-03-20,Sucker Rod Pump,325.0,50.0,65.0,166.18271059999995,99.62857056,5.8000001910000005,PACKER_DONNAN,1,0,0,0,1,0,0.58,2.86,17.15,14.52,HighTangent,N,hornet,308.545748,14.320649,-292.690117,187.625581,203.746512,391.372093,SUCKER_RODS_W_GUIDES,True,mesh enterprise portals,SpecialService,903,319.64,309.71,1.45,0.0,0.0,0.0,7994.9,2,408,0
GB79UAOJ66681370590681,252-05-9851,2018-08-03,Rods,0.0,50.0,65.0,168.2599945,99.69999695,4.45714283,PACKER_DONNAN,0,0,0,0,0,0,0.58,2.86,17.15,14.52,HighTangent,N,hornet,93.836667,663.8,-63.77545500000001,15.090909,10.090909,25.181818,SUCKER_RODS_W_GUIDES,True,mesh enterprise portals,SpecialService,903,298.83,296.66,1.4,0.0,0.0,0.0,7994.9,2,22,0
GB73LBAY30258502974006,252-05-9851,2018-07-12,Sucker Rod Pump,0.0,50.0,65.0,168.2599945,99.32727051,5.900000095,PACKER_DONNAN,0,0,0,0,1,0,0.58,2.86,17.15,14.52,HighTangent,N,hornet,150.934744,66.064516,-66.10605,106.942149,93.768595,200.710744,SUCKER_RODS_W_GUIDES,True,mesh enterprise portals,SpecialService,903,307.36,301.94,1.42,0.0,0.0,0.0,7994.9,2,114,0
GB49CPNB77776991539129,253-17-4559,2020-01-12,Tubing,0.0,80.0,65.0,169.8000031,81.69999695,5.599999905,TAC_ABOVE_NIP,1,0,0,0,0,0,6.22,6.22,19.29,9.71,LowTangent,Y,OTHER_ANCHOR,70.187738,118.727449,49.09605,92.822387,87.846396,180.668784,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,872,547.73,547.73,547.73,0.0,261.45,0.0,8286.6,1.75,425,0
GB20NGOL31942745001095,253-32-2615,2017-04-07,Tubing,0.0,75.0,60.0,137.80645159999997,87.04364014,5.675861835,TAC_ABOVE_NIP,1,0,1,0,0,0,2.7833333,2.7833333330000003,19.28,2.2,Vertical,N,OTHER_ANCHOR,79.658874,144.053217,64.394343,140.7597,28.699625,169.459324,SLICK_SINKER_BARS,False,mesh enterprise portals,D,875,266.66,266.66,266.66,0.0,0.0,0.0,9486.5,1.75,759,0
GB14OAHF45845752798479,253-32-2615,2019-11-06,Tubing,0.0,75.0,60.0,144.03999330000005,93.5,7.099999905,PACKER_DONNAN,1,0,0,0,0,0,2.7833333,2.7833333330000003,2.95,2.2,Vertical,N,OTHER_PACKER,64.601051,56.597632,-8.843239,51.299557,8.279175,59.578732,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,D,875,208.47,208.47,208.47,0.0,412.12,0.0,9388.5,1.75,482,0
GB45ZEXD51224691866352,253-32-2615,2018-07-09,Tubing,0.0,75.0,60.0,144.03999330000005,83.56956482,5.699999809,TAC_BELOW_NIP,1,0,0,0,0,0,2.7833333,2.7833333330000003,19.24,2.2,Vertical,N,OTHER_ANCHOR,73.546562,96.036429,22.284864,118.593291,21.620545,140.213836,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,D,875,262.71,262.71,262.71,0.0,0.0,0.0,9375.0,1.75,456,0
GB85EHOS06427738861225,261-22-8393,2019-04-12,Rods,0.0,75.0,0.0,144.0,89.5,6.5,TAC_BELOW_NIP,1,1,0,0,0,0,2.92,1.81,17.12,1.54,Vertical,N,OTHER_ANCHOR,89.161152,90.875969,1.7148169999999998,93.950194,48.190291,142.140485,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,901,150.94,150.94,150.94,0.0,318.21,0.0,10394.8,1.75,184,0
GB16WQMD88387628562838,261-22-8393,2018-01-20,Tubing,0.0,75.0,0.0,144.0,93.62307739,6.5,TAC_ABOVE_NIP,1,1,0,0,0,0,2.92,1.81,19.25,1.54,Vertical,N,OTHER_ANCHOR,100.009861,148.891744,49.403143,145.72108799999995,52.22449,197.945578,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,901,135.59,119.48,135.59,0.0,0.0,0.0,10348.2,1.75,535,0
GB03OVTR29340902423094,261-22-8393,2018-07-04,Sucker Rod Pump,0.0,75.0,0.0,144.0,96.98999786,6.50666666,TAC_ABOVE_NIP,1,1,0,0,0,0,2.92,1.81,19.25,1.54,Vertical,N,OTHER_ANCHOR,103.518129,111.778452,8.260323,62.75568199999999,31.545455,94.301136,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,901,144.32,108.68,144.32,0.0,0.0,0.0,10348.2,1.5,157,0
GB98CPGX74285257460493,261-22-8393,2018-09-30,Sucker Rod Pump,0.0,75.0,0.0,144.0,79.80769348,6.5,TAC_ABOVE_NIP,1,1,0,0,0,0,2.92,1.81,19.25,1.54,Vertical,N,OTHER_ANCHOR,94.945176,105.811412,10.866235,88.802083,36.78125,125.583333,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,901,143.54,108.26,143.54,0.0,0.0,0.0,10348.2,1.5,87,0
GB22PRUO71009654642488,261-99-5737,2016-06-03,Rods,0.0,76.0,60.0,144.0,91.09999847,5.5,PACKER_DONNAN,0,0,1,0,0,0,2.3619847000000003,1.75259801,20.05,6.31,LowTangent,N,arrowset,71.31570699999997,227.189659,155.873951,278.090244,26.214634000000004,304.304878,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,874,275.96,275.96,275.96,0.0,0.0,0.0,9648.6,1.5,386,0
GB53XQXE97867065516824,263-29-3019,2019-07-30,Tubing,25.5,75.0,65.0,168.0200043,96.09999847,5.699999809,TAC_BELOW_NIP,1,0,0,0,1,1,2.4,2.4,19.98,6.44,LowTangent,N,OTHER_ANCHOR,138.733707,145.659105,12.145573,191.449202,210.139229,401.588431,SUCKER_RODS_W_GUIDES,False,mesh enterprise portals,SpecialService,903,261.71,261.71,261.71,0.0,321.31,0.0,9019.8,2,715,0
GB30XNXJ11594723761958,263-29-3019,2019-12-02,Sucker Rod Pump,0.0,75.0,65.0,168.0200043,98.0,5.699999809,TAC_BELOW_NIP,0,0,0,0,0,0,1.27,2.4,17.09,6.44,LowTangent,N,OTHER_ANCHOR,76.622982,66.355351,-10.267632,29.541667,41.459167,71.000833,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,903,246.51,246.51,121.2,0.0,0.0,757.12,8911.8,1.75,120,0
GB77TVCY60889373965361,263-29-3019,2020-03-10,Tubing,0.0,75.0,65.0,168.0200043,97.0,6.0,TAC_BELOW_NIP,0,0,0,0,0,0,1.27,2.4,17.09,6.44,LowTangent,N,OTHER_ANCHOR,176.11285700000005,110.041574,-26.218056,113.022222,157.997222,271.019444,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,903,249.43,249.43,120.62,0.0,0.0,757.12,8911.8,1.75,99,0
GB90CUMX41860328956625,266-76-2019,2019-09-16,Tubing,0.0,75.0,60.0,144.0,96.90000153,6.099999905,TAC_BELOW_NIP,0,0,0,0,0,0,2.51,2.51,17.12,2.98,Vertical,N,slimline,100.4175,438.398491,345.957725,60.50885600000001,90.904661,151.41351699999996,SINKER_BARS_W_GUIDED_SUBS,True,strategize next-generation users,D,873,109.41,109.41,109.41,0.0,0.0,0.0,9600.8,1.5,227,0
GB27UTIH95390797915567,266-76-2019,2017-02-05,Tubing,0.0,75.0,60.0,144.0,85.3833313,5.900000095,PACKER_TAC_DONNAN,1,0,0,0,0,0,2.51,2.51,19.23,2.98,Vertical,N,OTHER_PACKER,90.105634,59.422535,-30.683099,56.196629,35.286517,91.483146,SLICK_SINKER_BARS,False,strategize next-generation users,D,873,185.88,185.88,185.88,0.0,0.0,0.0,9918.0,1.5,170,0
GB24SXWN06459054987121,266-76-2019,2017-12-08,Sucker Rod Pump,0.0,75.0,60.0,144.0,96.99333191,4.558823586,PACKER_DONNAN,0,0,0,0,0,0,2.51,2.51,2.95,2.98,Vertical,N,arrowset,73.008,498.47,425.462,63.859259,33.207407,97.066667,SLICK_SINKER_BARS,False,strategize next-generation users,D,873,125.56,125.56,125.56,0.0,0.0,0.0,9903.9,1.5,124,0
GB91JYSW64357513677803,267-13-4580,2017-10-19,Sucker Rod Pump,0.0,86.0,62.0,168.0,69.60624695,4.770289898,PACKER_DONNAN,1,0,1,0,0,0,3.27,1.69,20.74,3.1,Vertical,Y,arrowset,73.61113399999998,79.063277,5.452143,28.355469,6.559896000000001,34.915365,SINKER_BARS_W_GUIDED_SUBS,False,mesh enterprise portals,SpecialService,883,158.45,158.45,158.45,0.0,0.0,0.0,10097.4,1.25,723,0
GB26INWV58278542181901,267-24-6123,2018-06-15,Tubing,0.0,75.0,60.0,169.3999939,77.51428223,5.8000001910000005,TAC_ABOVE_NIP,1,0,0,0,0,0,0.8285385000000001,0.040143525,17.22,1.33,Vertical,N,OTHER_ANCHOR,82.776095,141.354368,59.194514,170.729659,77.624672,248.354331,SUCKER_RODS_W_GUIDES,False,mesh enterprise portals,SpecialService,901,125.26,125.26,125.26,0.0,0.0,0.0,10195.7,2,352,0
GB27GVMI60508907276304,267-84-9589,2016-04-26,Tubing,0.0,76.0,60.0,144.0,77.53636169,5.233333111,TAC_ABOVE_NIP,0,0,1,0,0,0,4.12,1.59,19.26,6.02,LowTangent,N,OTHER_ANCHOR,73.930939,145.362707,78.759976,132.816229,34.861575,167.677804,SINKER_BARS_W_GUIDED_SUBS,True,strategize next-generation users,SpecialService,884,239.49,169.41,169.41,0.0,0.0,0.0,10063.7,1.75,407,0
