roduid,UWI,FAILURETYPE,H2S_CONCENTRATION,PrimarySetpoint,SecondarySetpoint,StrokeLength,Fillage,YesterdaysAverageSPM,bha_configuration,chemgroup1_any,chemgroup1_all,chemgroup2_any,chemgroup2_all,chemgroup3_any,chemgroup3_all,max_unguided_dls,dls_high_in_hole,gas_anchor_length,MAX_INCLINATION,wellbore_category,manual_scale,packer_vs_tac,AVG_PRESSURE_TUBING,AVG_PRESSURE_CASING,AVG_DIFFERENTIAL_PRESSURE,AVG_OIL_VOLUME,AVG_WATER_VOLUME,AVG_LIQUID_VOLUME,rod_sinker_type,rod_has_guides,rod_make,rod_apigrade,ROUTE,overall_max_sideload,shallow_max_sideload,max_unguided_sideload,CHROME_LENGTH,ENDURALLOY_LENGTH,POLY_LENGTH,NIPPLE_SET_DEPTH,pump_bore,lifetimedays,contains_imputed
GB44BOQW12797337930077,342-26-8314,Rods,0.0,75.0,60.0,144.0,84.228,5.515,TAC_ABOVE_NIP,0,0,0,0,0,0,1.96,2.08,24.48,3.0,Vertical,N,OTHER_ANCHOR,4.615682,6.595909,1.980227,0.7202270000000001,0.0,0.7202270000000001,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,885,620.66,620.66,486.78,0.0,0.0,0.0,10260.6,1.25,43,1
GB58ALIM66463808531467,350-45-7024,Rods,6.0,75.0,60.0,144.0399514,84.57037354,6.400000095,TAC_ABOVE_NIP,1,0,0,0,0,0,2.18,2.18,16.2,5.64,LowTangent,N,OTHER_ANCHOR,88.845839,73.728447,-15.191734,56.40631,38.786625,95.192935,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,902,217.75,217.75,217.75,0.0,0.0,0.0,10443.1,1.5,985,0
GB66JKDH62728108333258,363-06-6891,Rods,0.0,70.0,50.0,144.0,95.80000305,5.8000001910000005,TAC_ABOVE_NIP,1,1,1,1,0,0,1.59,0.76,19.5,2.55,Vertical,Y,OTHER_ANCHOR,94.322981,110.125616,16.109925,113.630137,82.431507,196.061644,SLICK_SINKER_BARS,True,strategize next-generation users,SpecialService,901,76.27,65.4,76.27,0.0,0.0,0.0,10410.6,1.75,562,0
GB02ADOP81157651373210,363-06-6891,Rods,0.0,75.0,60.0,144.0,95.77999878,6.599999905,TAC_ABOVE_NIP,1,1,0,0,0,0,1.59,0.76,19.5,2.55,Vertical,Y,OTHER_ANCHOR,67.901678,84.369222,19.489635,62.787671,56.885845,119.673516,SUCKER_RODS_W_GUIDES,False,mesh enterprise portals,SpecialService,901,74.99,70.93,74.99,0.0,0.0,0.0,10410.6,1.5,416,0
GB17BQZX98191053635780,370-85-5866,Rods,0.0,75.0,60.0,144.1999969,86.87916565,4.099999905,TAC_ABOVE_NIP,1,0,1,0,0,0,1.4797963,1.467613548,19.25,1.78,Vertical,N,OTHER_ANCHOR,87.023088,77.131313,-9.891775,30.102389,24.242321,54.34471,SINKER_BARS_W_GUIDED_SUBS,True,strategize next-generation users,D,871,122.65,122.65,122.65,0.0,0.0,0.0,10566.3,1.5,839,0
GB53YIUX32884525327056,370-85-5866,Rods,0.0,75.0,60.0,144.0,84.228,5.515,TAC_ABOVE_NIP,0,0,0,0,0,0,1.4797963,1.467613548,19.25,1.78,Vertical,N,OTHER_ANCHOR,53.835016,101.101803,47.266787,42.976098,33.426984000000004,76.403082,SINKER_BARS_W_GUIDED_SUBS,True,strategize next-generation users,D,871,128.88,128.88,128.88,0.0,0.0,0.0,10566.3,1.5,304,1
GB41LZLW20515391615392,375-47-1592,Rods,2.0,85.0,70.0,144.0,85.84166718,6.5,TAC_BELOW_NIP,1,0,0,0,0,0,1.69,1.69,17.15,4.79,LowTangent,N,OTHER_ANCHOR,64.788629,104.465762,41.985204,74.79127,26.589093,101.380363,SUCKER_RODS_W_GUIDES,False,mesh enterprise portals,SpecialService,882,170.64,170.64,170.64,0.0,0.0,0.0,10099.8,1.75,532,0
GB12RGXH11073367152709,379-83-6268,Rods,1.0,80.0,60.0,144.0,95.30000305,6.0,TAC_ABOVE_NIP,1,0,0,0,0,0,0.63868475,0.591781774,17.23,1.3,Vertical,N,OTHER_ANCHOR,68.637425,74.84131500000002,5.47164,49.656394,28.544985,78.201379,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,885,54.46,54.46,54.46,0.0,0.0,0.0,10042.2,1.75,1007,0
GB15ZXFR40131826940720,386-71-6959,Rods,0.0,75.0,60.0,168.0,77.3944397,5.8000001910000005,PACKER_DONNAN,1,0,0,0,0,0,2.61,2.6,20.73,5.22,LowTangent,N,arrowset,82.000727,84.025317,2.414797,49.58876400000001,49.58876400000001,99.177528,SLICK_SINKER_BARS,True,strategize next-generation users,SpecialService,872,464.37,464.37,464.37,0.0,0.0,0.0,9658.3,1.75,431,0
GB54JAPU86068543576293,398-34-2865,Rods,0.0,75.0,60.0,168.03999330000005,96.69999695,6.599999905,TAC_ABOVE_NIP,0,0,0,0,0,0,1.56,1.7,19.8,6.07,LowTangent,N,OTHER_ANCHOR,65.919302,67.235385,-5.225581,14.813953,28.0,42.81395300000001,SLICK_SINKER_BARS,True,strategize next-generation users,SpecialService,900,164.65,164.65,121.77,0.0,65.35,0.0,9014.5,1.75,43,0
GB37JRUS89631114466196,411-78-9799,Rods,0.0,75.0,60.0,144.0,90.81304169,4.900000095,PACKER_DONNAN,1,0,0,0,0,0,3.618683,3.141346146,17.15,12.4,HighTangent,N,arrowset,99.864843,93.561603,-6.425557,52.562688,23.237955,75.80064300000002,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,871,335.01,335.01,335.01,0.0,416.0,0.0,10210.6,1.75,1180,0
GB96KMIC35131951215879,411-78-9799,Rods,0.0,70.0,60.0,144.0,95.7666626,4.775000095,PACKER_DONNAN,1,0,1,0,0,0,3.618683,3.141346146,17.15,12.4,HighTangent,N,arrowset,97.464286,113.65625,16.191964000000002,72.442545,29.620536,102.06308,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,871,308.78,308.78,308.78,0.0,416.0,0.0,10210.6,1.75,216,0
GB72BXPU80931455467330,417-31-3099,Rods,0.0,75.0,60.0,144.0,90.66785431,6.0,TAC_ABOVE_NIP,1,0,0,0,0,0,0.91,0.91,20.4,1.6,Vertical,Y,OTHER_ANCHOR,74.230265,154.399013,79.446163,96.240657,38.555629,134.796285,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,881,77.1,77.1,77.1,0.0,65.43,0.0,10261.2,1.75,493,0
GB95TCJL44883651895297,424-25-8441,Rods,0.0,90.0,65.0,144.0,84.93333435,5.579999924,PACKER_TAC_DONNAN,0,0,0,0,1,1,2.7434857000000004,0.512953212,19.22,4.68,LowTangent,N,OTHER_PACKER,76.062,68.304987,-4.558217,23.283866,38.174046,61.457912,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,886,296.91,247.45,296.91,0.0,127.62,0.0,9640.4,1.75,345,0
GB13ZORX76296010134109,424-25-8441,Rods,0.0,80.0,60.0,144.0,96.45600128,6.0,TAC_ABOVE_NIP,0,0,0,0,1,0,0.6701013000000001,0.512953212,19.26,4.68,LowTangent,N,OTHER_ANCHOR,103.050449,71.852308,-32.488408,35.78980900000001,52.08280300000001,87.87261099999998,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,886,330.26,253.16,330.26,0.0,0.0,0.0,9608.9,1.75,137,0
GB85OJMZ52871598786605,424-25-8441,Rods,0.0,80.0,65.0,144.0,97.0,5.0,PACKER_TAC_DONNAN,0,0,0,0,0,0,2.7434857000000004,0.512953212,17.1,4.68,LowTangent,N,OTHER_PACKER,106.669623,70.162642,-36.506981,34.893019,58.865472,93.758491,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,886,279.99,247.12,212.58,0.0,1543.8,0.0,9440.1,1.75,47,0
GB42BQYQ30841291364742,427-18-9490,Rods,0.0,75.0,60.0,144.0,84.228,5.515,TAC_ABOVE_NIP,0,0,0,0,0,0,2.0,0.89,19.24,2.47,Vertical,N,OTHER_ANCHOR,73.309333,235.97487200000003,162.665538,76.67560999999998,12.68509,89.223125,SLICK_SINKER_BARS,False,strategize next-generation users,D,875,126.82,37.38,126.82,0.0,0.0,0.0,9564.4,1.5,390,1
GB64PUCX51795439756530,439-76-9265,Rods,0.0,51.5625,60.0,81.23076923,0.0,5.515,TAC_ABOVE_NIP,0,0,1,0,0,0,1.933126,1.933125964,19.1,1.55,Vertical,N,OTHER_ANCHOR,66.041237,122.783505,56.742268,63.14089300000001,56.408935,119.549828,SINKER_BARS_W_GUIDED_SUBS,False,strategize next-generation users,D,871,191.58,191.58,191.58,0.0,0.0,0.0,10576.4,1.5,287,1
GB10DWGI71293406804030,441-35-2136,Rods,0.0,75.0,60.0,144.0,84.03913116,5.8000001910000005,TAC_BELOW_NIP,1,0,0,0,0,0,2.9231580000000004,2.923157916,17.15,4.12,LowTangent,N,OTHER_ANCHOR,76.918894,96.139852,18.948947,74.111345,27.594538,101.705882,SINKER_BARS_W_GUIDED_SUBS,False,mesh enterprise portals,SpecialService,883,243.07,243.07,243.07,0.0,0.0,0.0,10061.0,1.75,449,0
GB71CKPN99644459083877,446-37-3552,Rods,0.0,80.0,65.0,169.3999939,74.0,6.099999905,TAC_BELOW_NIP,1,0,0,0,0,0,2.481102,2.481101977,20.0,7.17,LowTangent,N,OTHER_ANCHOR,70.92971800000002,93.695927,26.177983,32.315348,23.002006,55.317354,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,883,274.88,274.88,274.88,0.0,439.68,0.0,9802.3,1.75,279,0
GB60FXGD14877727233899,455-59-1219,Rods,0.5,65.0,60.0,144.03999330000005,68.59999847,6.1772727970000005,PACKER_DONNAN,0,0,0,0,0,0,1.96,1.96,2.95,2.96,Vertical,N,arrowset,59.359014,49.931094,-8.836103999999997,32.199364,15.361123,47.560487,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,886,161.47,161.47,161.47,0.0,193.34,0.0,9595.3,1.5,925,0
GB52XOOU89813133764286,459-69-9877,Rods,0.0,80.0,65.0,169.3999939,92.59999847,5.699999809,PACKER_DONNAN,1,0,0,0,0,0,2.6536713,1.843149045,20.73,6.76,LowTangent,N,arrowset,73.343645,69.992264,-3.969623,70.34523399999999,64.758505,135.103738,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,883,184.8,184.8,184.8,0.0,317.36,0.0,10115.1,1.75,107,0
GB65NXLE69838973744425,459-78-7010,Rods,0.0,75.0,60.0,168.4776709,95.52902985,5.8000001910000005,TAC_ABOVE_NIP,0,0,1,0,0,0,5.0005774,5.000577605,17.17,14.47,HighTangent,N,OTHER_ANCHOR,91.960092,77.53540799999998,10.877989,55.658363,47.064057,102.72242,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,883,541.05,541.05,541.05,0.0,0.0,0.0,10175.5,1.75,552,0
GB36KKDS19743244835025,462-46-5407,Rods,0.0,75.0,60.0,144.0,78.57691956,5.599999905,TAC_ABOVE_NIP,1,0,1,0,0,0,4.249299,4.249299118,18.89,4.44,LowTangent,N,OTHER_ANCHOR,79.012153,100.916153,21.904,107.388325,32.677665000000005,140.06599,SUCKER_RODS_W_GUIDES,False,mesh enterprise portals,SpecialService,883,399.75,399.75,399.75,0.0,0.0,0.0,9977.6,1.75,697,0
GB33PGAM57418000974211,464-55-4826,Rods,0.0,70.0,65.0,168.2599945,91.09999847,4.599999905,TAC_BELOW_NIP,0,0,0,0,0,0,2.05,2.05,20.03,6.96,LowTangent,N,OTHER_ANCHOR,120.894314,391.15549,218.824762,106.031746,103.714286,209.746032,SUCKER_RODS_W_GUIDES,False,mesh enterprise portals,SpecialService,903,193.13,193.13,193.13,0.0,0.0,0.0,8014.4,2,62,0
GB16LTCF60276664936011,465-04-0106,Rods,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_DONNAN,0,0,0,0,0,0,3.5853848,2.168213356,20.79,2.3,Vertical,N,OTHER_PACKER,52.420047,49.560474,-2.859573,57.615498,38.106588,95.722085,SLICK_SINKER_BARS,False,strategize next-generation users,D,900,194.83,164.77,194.83,0.0,0.0,0.0,10019.1,1.5,210,1
GB83QGTG04177587147917,465-52-2523,Rods,0.0,75.0,60.0,144.0,74.52857208,5.699999809,PACKER_DONNAN,1,0,0,0,0,0,4.481298000000002,4.481298119,20.69,7.3,LowTangent,N,arrowset,70.741436,74.57198000000002,0.5813010000000001,81.24552800000002,34.144715000000005,115.390244,SINKER_BARS_W_GUIDED_SUBS,False,mesh enterprise portals,SpecialService,885,366.23,366.23,366.23,0.0,0.0,0.0,10025.6,1.75,583,0
GB54RJPK30586526081711,471-75-6445,Rods,0.0,75.0,60.0,144.0,85.01000214,5.900000095,TAC_ABOVE_NIP,1,0,1,0,0,0,2.8796418,1.3997193959999998,17.09,5.2,LowTangent,N,OTHER_ANCHOR,70.354543,112.303528,43.02757,127.432911,20.468354,147.901266,SLICK_SINKER_BARS,True,strategize next-generation users,SpecialService,874,240.36,147.66,240.36,0.0,0.0,0.0,9554.9,1.75,377,0
GB47TXYE12533585713948,471-75-6445,Rods,0.0,75.0,60.0,144.03999330000005,95.20909119,5.3000001910000005,TAC_BELOW_NIP,1,0,0,0,0,0,1.7745528000000002,1.3997193959999998,20.09,5.2,LowTangent,N,OTHER_ANCHOR,62.120812,75.862821,13.556,103.285106,17.531914999999998,120.817021,SUCKER_RODS_W_GUIDES,True,strategize next-generation users,SpecialService,874,229.6,147.38,147.38,0.0,192.04,0.0,9583.0,1.75,226,0
GB43DPJL16315745666874,473-86-4916,Rods,0.0,72.0,60.0,144.0,88.33287048,5.515,TAC_ABOVE_NIP,0,0,0,0,0,0,0.8,0.76,17.22,1.8,Vertical,N,OTHER_ANCHOR,201.855339,458.710226,256.854887,55.71945699999999,21.458914,77.178371,SINKER_BARS_W_GUIDED_SUBS,False,mesh enterprise portals,SpecialService,905,261.97,261.97,261.97,0.0,0.0,0.0,10462.5,1.75,218,1
GB53XXDY85908911478777,511-39-0778,Rods,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_DONNAN,0,0,1,0,0,0,2.469,2.253,20.71,4.58,Vertical,Y,arrowset,80.43267900000002,120.44388700000002,40.011208,122.928302,43.209094,166.137396,SLICK_SINKER_BARS,True,strategize next-generation users,SpecialService,886,183.92,183.92,183.92,0.0,0.0,0.0,9816.1,1.75,265,1
GB74RFWO49895698484583,515-60-9781,Rods,0.0,70.0,60.0,168.0200043,93.59999847,6.0,TAC_BELOW_NIP,1,0,0,0,0,0,2.6188846000000003,2.429558709,17.15,10.29,HighTangent,N,OTHER_ANCHOR,106.954138,70.93134599999998,-35.305126,88.209076,81.16544,169.374516,SINKER_BARS_W_GUIDED_SUBS,False,mesh enterprise portals,SpecialService,904,270.68,270.68,270.68,0.0,311.22,0.0,10107.1,1.75,1136,0
GB74BZQL90482085875049,521-32-8090,Rods,0.0,75.0,60.0,169.4299927,89.11851501,5.699999809,TAC_BELOW_NIP,1,0,0,0,0,0,2.626819,2.946940488,17.14,17.61,HighTangent,N,OTHER_ANCHOR,124.093829,174.090938,60.19149300000001,133.718808,45.469274,179.188082,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,883,481.36,435.39,203.84,0.0,0.0,0.0,9504.0,1.75,533,0
GB59JDWS86578398058753,521-32-8090,Rods,0.0,75.0,60.0,169.4299927,96.59999847,5.699999809,TAC_BELOW_NIP,1,0,0,0,0,0,1.7723349,2.946940488,17.12,17.61,HighTangent,N,OTHER_ANCHOR,74.24481899999998,103.426643,28.725418,52.180368,23.07466,75.255028,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,883,471.42,415.41,189.25,0.0,126.56,0.0,9319.0,1.75,682,0
GB28FFTV68676517126363,523-01-4802,Rods,8.0,76.0,60.0,144.0,95.01428223,4.5,TAC_BELOW_NIP,0,0,0,0,0,0,2.38,2.38,17.14,4.0,LowTangent,N,OTHER_ANCHOR,113.90037,48.46373300000001,-65.00234499999999,48.331126,19.297195,67.628322,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,873,201.37,201.37,201.37,0.0,348.37,0.0,9961.9,2,394,0
GB28EZRT07086251019669,540-95-4691,Rods,0.0,75.0,60.0,0.0,84.228,5.515,TAC_ABOVE_NIP,0,0,0,0,1,0,0.116646744,0.969138787,17.43,1.39,Vertical,N,OTHER_ANCHOR,183.153846,197.576923,14.423077,34.77551,12.887755,47.663265,UNKNOWN,True,synthesize holistic partnerships,Unknown,886,74.37,74.37,0.0,0.0,0.0,0.0,9815.7,1.75,97,1
GB11NHJX68506313688960,548-70-5358,Rods,0.0,75.0,60.0,144.0,85.56400299,6.699999809,TAC_ABOVE_NIP,1,0,0,0,0,0,1.4618884,3.0848191010000003,17.1,6.17,LowTangent,N,OTHER_ANCHOR,102.541631,90.121412,-9.06204,120.88196,50.167038,171.048998,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,902,339.69,339.69,131.94,0.0,0.0,0.0,10331.9,1.75,434,0
GB56UNEA78765693315891,549-66-2141,Rods,0.0,75.0,60.0,168.0,99.01599884,5.900000095,TAC_ABOVE_NIP,0,0,0,0,0,0,1.5788498,1.11931157,17.13,1.3,Vertical,Y,OTHER_ANCHOR,59.306122,95.122449,35.816327,84.85,19.578571,104.428571,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,883,110.14,110.14,110.14,0.0,0.0,0.0,10150.3,1.75,137,0
GB60MMTS44815394397371,550-53-4193,Rods,0.0,75.0,60.0,144.0,66.30000305,5.199999809,TAC_BELOW_NIP,1,0,0,0,0,0,1.3054882,0.87755102,17.12,1.43,Vertical,N,OTHER_ANCHOR,78.642792,110.206896,31.903344,94.653944,24.584839,119.238783,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,882,127.91,127.91,127.91,0.0,129.0,0.0,9826.2,1.75,915,0
GB79OLDF77802264336256,550-59-4100,Rods,0.0,80.0,65.0,144.0,77.20909119,5.5,TAC_ABOVE_NIP,1,0,0,0,0,0,2.1,1.25,19.1,4.33,LowTangent,N,OTHER_ANCHOR,71.35991899999998,98.515951,26.756318,36.802684,23.05493,59.857614,SLICK_SINKER_BARS,False,strategize next-generation users,D,872,151.9,114.1,151.9,0.0,0.0,0.0,10156.3,1.5,464,0
GB52ONAJ09087736746488,574-19-8429,Rods,0.0,80.0,60.0,144.03999330000005,87.76956177,6.199999809,PACKER_DONNAN,0,0,0,0,0,0,1.56,1.56,20.7,1.87,Vertical,N,arrowset,88.331586,90.664861,-0.556027,73.650685,38.69863,112.349315,SINKER_BARS_W_GUIDED_SUBS,False,strategize next-generation users,SpecialService,905,86.48,86.48,86.48,0.0,193.97,0.0,10529.4,1.5,144,0
GB70OQBR87447172810750,574-19-8429,Rods,0.0,80.0,66.0,144.03999330000005,85.50454712,6.199999809,PACKER_DONNAN,0,0,0,0,0,0,1.56,1.56,20.7,1.87,Vertical,N,arrowset,111.688846,49.028462,-63.401698,13.12963,9.074074,22.203704,SINKER_BARS_W_GUIDED_SUBS,False,strategize next-generation users,SpecialService,905,143.15,143.15,143.15,0.0,193.97,0.0,10529.4,1.5,52,0
GB36ESOD66148186070356,576-19-6083,Rods,0.0,75.0,60.0,144.0500031,98.07368469,5.8000001910000005,TAC_BELOW_NIP,1,1,0,0,0,0,3.3091892999999994,0.383921856,20.0,2.6,Vertical,N,OTHER_ANCHOR,95.231189,85.911748,-7.544726,52.197279,30.850340000000006,83.047619,SINKER_BARS_W_GUIDED_SUBS,False,strategize next-generation users,SpecialService,902,146.43,92.77,146.43,0.0,0.0,0.0,10298.1,1.5,144,0
GB84JXBJ89843262459923,585-79-5534,Rods,0.0,75.0,60.0,144.0,84.228,5.515,TAC_ABOVE_NIP,0,0,0,0,0,0,3.6569514,3.65695143,19.25,2.12,Vertical,N,OTHER_ANCHOR,67.029423,54.03230799999999,-12.997115,32.084309000000005,48.989551,81.231383,SINKER_BARS_W_GUIDED_SUBS,True,strategize next-generation users,D,900,241.74,241.74,241.74,0.0,0.0,0.0,10013.4,1.5,311,1
GB18AEXH71444439745816,588-65-7326,Rods,0.0,75.0,60.0,144.0,90.4291687,7.0,TAC_ABOVE_NIP,1,0,0,0,0,0,3.21,2.59,19.36,3.47,Vertical,N,OTHER_ANCHOR,115.715116,83.593023,-32.122093,91.881579,29.949561,121.83114,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,905,209.46,138.25,209.46,0.0,0.0,0.0,10499.8,1.75,446,0
GB47SWUH37136038762653,595-43-5904,Rods,7.0,75.0,60.0,144.0,81.59999847,5.199999809,TAC_BELOW_NIP,1,0,0,0,0,0,5.895073,5.8950730889999985,17.17,1.86,Vertical,N,OTHER_ANCHOR,73.16771899999998,108.91016299999998,35.147766,41.960027,20.069822,62.029849,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,885,139.42,75.4,139.42,0.0,0.0,0.0,9890.8,1.75,673,0
GB56JRJG68529073178499,606-53-9109,Rods,0.0,75.0,60.0,144.0,81.93077087,5.8000001910000005,PACKER_DONNAN,0,0,0,0,1,0,2.7,2.7,20.02,6.45,LowTangent,N,arrowset,77.692063,85.362553,8.393742999999999,43.71464,32.18949,75.90413000000002,SINKER_BARS_W_GUIDED_SUBS,True,strategize next-generation users,SpecialService,886,232.04,232.04,229.96,0.0,110.0,0.0,9729.8,1.5,513,0
GB28DJKI27450315669007,628-07-9398,Rods,0.0,75.0,60.0,144.0,92.40000153,6.5,TAC_ABOVE_NIP,1,0,0,0,0,0,2.8333333,2.833333333,0.0,11.06,HighTangent,N,OTHER_ANCHOR,104.3442,77.67155799999998,-26.436856,102.324088,51.290776,153.61486399999995,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,901,548.48,265.58,265.58,0.0,0.0,0.0,10392.0,1.75,727,0
GB25WYTC72892150081752,632-15-3189,Rods,0.0,80.0,65.0,144.0,95.59999847,6.099999905,TAC_BELOW_NIP,1,0,0,0,0,0,2.469,2.253,17.15,4.58,Vertical,N,slimline,55.38813,63.697692,9.213145,84.260766,24.55121,108.811976,SINKER_BARS_W_GUIDED_SUBS,False,mesh enterprise portals,SpecialService,885,336.76,336.76,336.76,0.0,0.0,0.0,9856.2,1.75,225,1
GB87BGTU05958244081773,639-91-8934,Rods,0.0,75.0,60.0,144.0,84.228,5.515,TAC_ABOVE_NIP,0,0,0,0,1,0,1.9230769,1.923076923,19.22,1.6,Vertical,N,OTHER_ANCHOR,76.601803,81.852716,4.744385,28.282675,12.677812,40.960486,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,886,197.66,197.66,197.66,0.0,0.0,0.0,9880.7,1.75,329,1
GB88OKUA47922276232580,644-22-5366,Rods,0.0,85.0,70.0,169.4299927,67.99259186,5.400000095,TAC_BELOW_NIP,1,0,0,0,0,0,3.04,4.08,17.14,6.23,LowTangent,N,OTHER_ANCHOR,72.61846,143.245914,70.253566,73.11766899999998,31.810552,104.928221,SLICK_SINKER_BARS,True,strategize next-generation users,SpecialService,872,297.38,297.38,162.6,0.0,128.96,0.0,9088.3,1.75,455,0
GB27NASR87475321744427,644-76-3492,Rods,0.0,80.0,60.0,144.0,91.54347992,5.099999905,TAC_BELOW_NIP,1,0,0,0,0,0,1.7628212,1.762821172,17.12,7.03,LowTangent,N,OTHER_ANCHOR,88.901955,87.693699,-0.131128,86.26519300000002,28.478821000000003,114.744015,SLICK_SINKER_BARS,False,mesh enterprise portals,SpecialService,883,220.81,220.81,220.81,0.0,0.0,0.0,10200.1,2,496,0
GB89EMOX49361769659395,644-76-3492,Rods,0.0,80.0,60.0,144.0,93.59999847,5.5,TAC_ABOVE_NIP,1,0,0,0,0,0,1.5199748,1.762821172,17.17,7.03,LowTangent,N,OTHER_ANCHOR,83.797487,84.624346,1.0661459999999998,46.373993,23.055851,69.42984399999999,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,883,218.24,218.24,121.92,0.0,192.38,0.0,10162.2,2,485,0
GB60DMUX80867204399748,656-82-6108,Rods,0.0,75.0,60.0,144.0478765,92.2519989,4.8000001910000005,TAC_ABOVE_NIP,1,0,0,0,0,0,0.97292626,0.762787862,19.26,1.93,Vertical,N,OTHER_ANCHOR,115.312,358.392,243.08,27.540541,16.952703,44.493243,SINKER_BARS_W_GUIDED_SUBS,False,strategize next-generation users,SpecialService,905,54.19,54.19,54.19,0.0,0.0,0.0,10528.2,1.5,137,0
GB31WQYF39579762984605,658-42-4242,Rods,0.0,75.0,60.0,169.8200073,67.60694122,6.400000095,TAC_BELOW_NIP,1,0,0,0,0,0,1.94,1.94,17.07,1.93,Vertical,N,OTHER_ANCHOR,57.077705,65.991568,13.648629,60.44385,45.903743,106.347594,SINKER_BARS_W_GUIDED_SUBS,True,mesh enterprise portals,SpecialService,872,161.01,161.01,161.01,0.0,408.9,0.0,9627.6,1.75,357,0
GB36EGGT00613669565926,674-75-3145,Rods,0.0,75.0,60.0,144.0,5.7409091,5.8000001910000005,TAC_BELOW_NIP,1,0,0,0,0,0,2.4436538,2.443653739,21.35,12.49,HighTangent,N,OTHER_ANCHOR,79.38104,82.622538,3.232317,63.083333,35.462644,98.545977,SLICK_SINKER_BARS,True,mesh enterprise portals,SpecialService,883,318.19,318.19,318.19,0.0,0.0,0.0,10230.4,2,336,0
GB36ZGLU52179478803085,698-55-8091,Rods,0.0,75.0,60.0,168.0200043,89.99090576,5.8000001910000005,TAC_BELOW_NIP,1,0,0,0,0,0,2.4470742000000003,2.934582255,17.14,6.27,LowTangent,N,OTHER_ANCHOR,95.091503,173.20915,78.11764699999998,98.661939,44.822695,143.484634,SLICK_SINKER_BARS,True,strategize next-generation users,SpecialService,882,333.99,333.99,296.29,0.0,0.0,0.0,10021.4,1.75,401,0
GB22IGSY76178642450302,699-34-5524,Rods,0.0,75.0,60.0,144.0,84.228,5.515,TAC_ABOVE_NIP,0,0,0,0,0,0,2.13,1.43,20.25,1.8,Vertical,N,OTHER_ANCHOR,66.0,125.429864,58.235294,55.842198,8.89431,64.736509,SLICK_SINKER_BARS,False,strategize next-generation users,SpecialService,880,193.39,163.57,193.39,0.0,0.0,0.0,10249.3,1.75,402,1
GB46CIWB55366663844735,703-17-3023,Rods,0.0,75.0,60.0,169.8200073,95.0,6.5,TAC_BELOW_NIP,1,0,0,0,0,0,1.7147131999999998,2.106963258,0.0,2.19,Vertical,N,OTHER_ANCHOR,117.955341,82.11559799999998,-34.926165999999995,66.541329,30.935791,97.47712,SINKER_BARS_W_GUIDED_SUBS,False,mesh enterprise portals,SpecialService,875,212.18,212.18,146.18,0.0,124.59,0.0,9610.4,1.75,842,0
GB64AJHH41107768007657,725-53-0188,Rods,0.0,75.0,60.0,144.0,84.228,5.515,PACKER_DONNAN,1,0,1,1,0,0,1.4372464,0.0,20.73,27.85,OffLease,N,OTHER_PACKER,88.70859,209.585017,120.92183500000002,88.70578499999998,69.34214899999999,158.047934,SLICK_SINKER_BARS,True,strategize next-generation users,SpecialService,904,559.81,527.21,19.37,0.0,0.0,0.0,11016.4,1.5,605,1
GB75MUDQ79260997366704,726-35-7544,Rods,0.0,75.0,60.0,144.0,99.40000153,5.900000095,TAC_ABOVE_NIP,1,1,0,0,0,0,3.7565706,1.833489272,19.5,2.39,Vertical,N,OTHER_ANCHOR,91.839565,204.938261,132.717308,86.153846,82.307692,168.461538,SINKER_BARS_W_GUIDED_SUBS,True,strategize next-generation users,SpecialService,902,182.08,100.91,182.08,0.0,0.0,0.0,10303.6,1.75,24,0
